age,job,marital,education,housing
56,management,married,tertiary,yes
33,services,single,secondary,no
31,technician,single,secondary,no
39,management,married,tertiary,no
40,technician,married,secondary,no
33,management,single,tertiary,no
28,technician,married,secondary,no
66,management,married,unknown,yes
29,student,single,tertiary,no
27,blue-collar,single,tertiary,no
32,admin.,single,secondary,no
67,retired,married,primary,no
39,unemployed,divorced,secondary,yes
46,housemaid,married,secondary,no
58,management,married,secondary,no
29,technician,divorced,secondary,no
54,retired,married,secondary,no
23,student,single,tertiary,no
47,services,divorced,unknown,no
26,management,single,tertiary,no
26,entrepreneur,single,secondary,no
28,services,single,tertiary,no
37,management,married,tertiary,yes
32,management,married,tertiary,yes
60,admin.,divorced,secondary,no
55,services,divorced,secondary,no
27,admin.,single,secondary,no
45,technician,married,secondary,no
63,blue-collar,married,secondary,no
60,unemployed,married,secondary,no
29,blue-collar,single,tertiary,no
32,admin.,single,secondary,yes
29,management,married,tertiary,no
59,retired,married,primary,no
54,technician,married,secondary,no
23,student,single,secondary,no
33,services,single,unknown,yes
48,housemaid,married,secondary,no
39,technician,married,tertiary,no
26,student,single,secondary,no
34,management,married,tertiary,yes
28,student,single,tertiary,no
83,retired,divorced,primary,no
33,management,married,tertiary,yes
26,technician,single,tertiary,no
55,unemployed,married,primary,no
26,unemployed,single,secondary,no
41,entrepreneur,married,tertiary,no
55,admin.,married,secondary,no
57,management,divorced,unknown,no
30,admin.,married,secondary,no
36,technician,married,secondary,no
33,admin.,single,tertiary,yes
28,blue-collar,single,secondary,yes
65,retired,divorced,primary,no
33,unemployed,single,secondary,no
28,services,single,secondary,no
70,retired,married,primary,no
51,management,married,tertiary,yes
21,student,single,unknown,no
44,unemployed,married,secondary,yes
31,management,single,tertiary,no
28,management,single,tertiary,yes
28,blue-collar,single,secondary,no
32,management,married,tertiary,no
45,management,divorced,tertiary,no
36,self-employed,single,tertiary,no
34,technician,single,secondary,no
29,blue-collar,married,secondary,no
49,admin.,single,tertiary,yes
27,blue-collar,single,tertiary,no
28,admin.,married,secondary,no
37,admin.,divorced,tertiary,no
54,management,divorced,tertiary,no
65,admin.,married,secondary,no
31,technician,single,secondary,no
27,blue-collar,single,primary,no
62,management,married,tertiary,no
30,technician,single,secondary,no
39,housemaid,divorced,secondary,no
26,technician,single,tertiary,no
62,management,married,tertiary,yes
30,management,married,tertiary,no
33,technician,single,tertiary,no
51,management,married,tertiary,no
56,admin.,married,secondary,no
22,services,single,secondary,no
68,retired,married,unknown,no
38,admin.,married,secondary,yes
36,technician,divorced,secondary,yes
35,management,single,tertiary,yes
23,student,single,tertiary,no
63,retired,divorced,secondary,no
39,services,married,secondary,yes
59,blue-collar,married,secondary,no
34,admin.,married,secondary,yes
49,management,divorced,tertiary,no
59,management,married,tertiary,no
63,retired,married,primary,no
34,management,married,tertiary,no
36,services,married,secondary,no
31,management,married,tertiary,no
28,management,single,tertiary,no
80,retired,married,secondary,no
39,blue-collar,married,secondary,no
34,services,divorced,secondary,no
83,retired,married,tertiary,no
31,management,single,tertiary,no
39,services,married,secondary,no
50,admin.,married,secondary,no
27,admin.,single,secondary,yes
50,technician,single,tertiary,no
30,blue-collar,single,secondary,no
73,retired,married,primary,no
67,retired,married,unknown,no
29,blue-collar,single,secondary,no
36,management,married,tertiary,no
24,student,single,unknown,no
58,management,married,tertiary,no
30,technician,single,secondary,no
21,student,single,unknown,no
27,admin.,single,unknown,no
56,admin.,married,secondary,no
66,admin.,married,secondary,no
28,unemployed,single,secondary,no
71,retired,divorced,primary,no
26,services,single,tertiary,no
30,unemployed,single,tertiary,no
30,admin.,married,secondary,no
31,management,married,tertiary,no
31,management,single,tertiary,no
31,management,single,tertiary,no
62,retired,married,primary,no
32,self-employed,single,tertiary,yes
68,retired,divorced,primary,no
37,admin.,married,tertiary,no
27,management,single,tertiary,no
59,retired,divorced,primary,yes
35,technician,married,secondary,yes
45,technician,single,tertiary,no
51,admin.,married,tertiary,yes
76,self-employed,married,unknown,no
27,management,single,tertiary,no
64,retired,married,secondary,no
28,management,single,tertiary,no
48,technician,divorced,secondary,no
38,student,divorced,tertiary,no
66,housemaid,married,primary,no
30,management,single,tertiary,no
38,blue-collar,married,primary,yes
39,technician,single,secondary,no
24,technician,single,secondary,no
30,services,divorced,secondary,yes
24,unemployed,married,secondary,no
75,retired,married,primary,no
63,retired,married,secondary,no
49,technician,married,tertiary,no
34,management,married,tertiary,yes
36,admin.,married,secondary,no
46,blue-collar,married,secondary,no
32,technician,single,tertiary,no
52,blue-collar,married,secondary,no
53,entrepreneur,married,tertiary,no
71,retired,married,secondary,no
25,blue-collar,single,secondary,no
60,management,married,primary,no
29,management,single,tertiary,no
50,admin.,married,secondary,yes
20,student,single,secondary,no
46,services,married,secondary,yes
61,retired,married,secondary,no
57,management,divorced,tertiary,no
32,admin.,single,secondary,yes
52,management,married,unknown,no
32,management,married,tertiary,yes
64,retired,divorced,primary,no
33,management,single,tertiary,no
30,blue-collar,single,secondary,no
36,management,single,tertiary,no
32,technician,married,tertiary,yes
59,management,married,tertiary,no
34,student,single,unknown,no
25,student,single,secondary,no
43,services,married,secondary,no
75,retired,married,secondary,no
37,self-employed,single,tertiary,no
24,student,single,unknown,no
35,management,married,tertiary,yes
30,technician,single,secondary,yes
27,management,single,tertiary,no
31,technician,married,tertiary,yes
21,student,single,unknown,no
40,technician,married,secondary,no
53,blue-collar,married,unknown,no
37,admin.,divorced,secondary,yes
37,admin.,single,secondary,no
26,student,single,secondary,no
46,blue-collar,married,primary,no
49,management,married,tertiary,yes
42,technician,divorced,tertiary,yes
27,blue-collar,single,secondary,no
57,unemployed,married,secondary,no
30,technician,single,secondary,no
45,technician,married,tertiary,yes
57,technician,married,secondary,no
33,management,single,tertiary,no
29,technician,single,secondary,no
27,student,single,secondary,no
37,technician,married,tertiary,no
30,blue-collar,single,primary,no
35,management,married,tertiary,no
34,services,married,unknown,no
72,retired,married,primary,no
31,services,single,secondary,no
47,management,single,tertiary,yes
38,management,single,tertiary,no
48,management,single,tertiary,no
36,management,married,tertiary,yes
55,housemaid,divorced,primary,no
39,technician,single,tertiary,no
49,admin.,single,secondary,no
26,management,single,tertiary,no
37,services,single,secondary,yes
68,retired,divorced,primary,no
31,student,single,tertiary,no
22,student,single,secondary,no
45,management,married,unknown,no
57,unknown,married,primary,no
67,retired,married,primary,no
22,housemaid,single,secondary,no
60,retired,married,secondary,no
31,blue-collar,single,secondary,yes
60,retired,married,secondary,no
58,blue-collar,married,primary,no
41,admin.,married,secondary,yes
47,admin.,married,secondary,no
23,services,single,secondary,no
30,student,single,secondary,no
39,management,married,tertiary,no
35,unemployed,married,secondary,no
33,management,single,tertiary,yes
29,student,single,secondary,no
33,management,single,tertiary,no
45,technician,married,tertiary,yes
50,technician,married,tertiary,no
32,technician,divorced,tertiary,no
44,blue-collar,single,secondary,yes
27,student,single,secondary,no
31,management,single,tertiary,yes
32,student,single,tertiary,no
33,technician,single,secondary,no
48,admin.,single,secondary,yes
19,student,single,secondary,no
41,admin.,single,secondary,yes
49,housemaid,married,primary,no
77,retired,married,tertiary,no
43,management,single,tertiary,no
32,technician,single,tertiary,no
39,technician,married,secondary,yes
21,student,single,secondary,no
74,retired,divorced,primary,no
72,retired,single,tertiary,no
39,blue-collar,married,primary,yes
29,services,single,secondary,no
52,management,divorced,tertiary,no
42,technician,married,secondary,no
32,management,single,tertiary,no
63,retired,married,secondary,no
19,student,single,secondary,no
37,blue-collar,married,secondary,yes
29,self-employed,single,tertiary,no
53,services,divorced,secondary,yes
34,self-employed,single,tertiary,yes
28,student,single,secondary,no
35,blue-collar,married,secondary,no
31,services,single,secondary,no
67,retired,married,tertiary,no
43,technician,divorced,unknown,no
32,self-employed,single,tertiary,yes
26,blue-collar,single,secondary,no
31,student,single,secondary,no
45,management,married,secondary,no
39,management,divorced,tertiary,no
56,blue-collar,married,primary,no
35,self-employed,single,tertiary,no
29,technician,single,secondary,no
32,student,single,secondary,no
28,services,single,secondary,no
32,blue-collar,single,secondary,no
30,technician,single,tertiary,yes
65,retired,divorced,secondary,no
24,admin.,single,tertiary,yes
32,management,single,tertiary,no
29,management,single,unknown,no
50,technician,married,tertiary,no
46,management,divorced,tertiary,no
30,management,married,tertiary,yes
60,technician,married,secondary,no
33,blue-collar,single,secondary,no
37,technician,married,secondary,yes
60,management,divorced,primary,no
43,technician,married,secondary,yes
48,management,single,tertiary,no
52,services,married,secondary,no
29,management,single,tertiary,no
71,retired,divorced,unknown,no
42,management,married,tertiary,no
47,management,single,tertiary,no
70,retired,married,primary,no
28,management,single,tertiary,yes
70,retired,divorced,secondary,no
31,self-employed,married,tertiary,no
80,retired,married,secondary,no
29,management,single,tertiary,no
29,admin.,single,secondary,no
23,student,single,secondary,no
34,services,single,secondary,no
38,management,married,tertiary,no
69,retired,married,secondary,no
79,retired,divorced,unknown,no
19,student,single,secondary,no
